id,label
421,1
422,1
423,0
424,0
425,1
426,1
427,1
428,1
429,0
430,1
431,1
432,1
433,1
434,0
435,0
436,1
437,1
438,1
439,1
440,0
441,0
442,0
443,0
444,0
445,1
446,1
447,1
448,0
449,0
450,0
451,1
452,0
453,1
454,1
455,0
456,0
457,1
458,1
459,0
460,1
461,1
462,1
463,1
464,0
465,0
466,0
467,0
468,1
469,1
470,0
471,1
472,1
473,0
474,1
475,0
476,1
477,0
478,1
479,0
480,1
481,1
482,1
483,1
484,1
485,1
486,0
487,1
488,0
489,0
490,0
491,0
492,0
493,1
494,0
495,0
496,0
497,1
498,0
499,0
500,1
501,1
502,1
503,0
504,1
505,1
506,1
507,1
508,0
509,0
510,0
511,1
512,0
513,1
514,1
515,1
516,1
517,1
518,1
519,0
520,1
521,0
522,0
523,0
524,0
525,0
526,0
527,1
528,0
529,0
530,1
531,1
532,0
533,1
534,0
535,0
536,1
537,0
538,0
539,0
540,1
541,1
542,1
543,0
544,1
545,0
546,0
547,1
548,0
549,1
550,0
551,0
552,0
553,1
554,0
555,0
556,1
557,0
558,1
559,0
560,0
561,1
562,0
563,0
564,0
565,0
566,1
567,1
568,0
569,0
570,0
571,0
572,0
573,1
574,1
575,1
576,0
577,0
578,0
579,1
580,1
581,1
582,0
583,0
584,1
585,1
586,1
587,0
588,0
589,1
590,1
591,0
592,1
593,1
594,0
595,0
596,1
597,0
598,1
599,0
600,1
601,0
602,1
603,0
604,1
605,1
606,1
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,1
620,0
621,1
622,1
623,1
624,0
625,0
626,0
627,0
628,1
629,0
630,0
631,1
632,1
633,0
634,1
635,0
636,1
637,0
638,1
639,0
640,1
641,1
642,1
643,0
644,0
645,0
646,0
647,1
648,1
649,1
650,0
651,0
652,1
653,1
654,0
655,1
656,1
657,1
658,0
659,1
660,1
661,1
662,1
663,0
664,0
665,0
666,1
667,0
668,0
669,1
670,0
671,1
672,0
673,0
674,0
675,1
676,1
677,0
678,0
679,0
680,1
681,1
682,1
683,0
684,1
685,0
686,0
687,0
688,1
689,0
690,0
691,1
692,1
693,1
694,0
695,1
696,0
697,0
698,1
699,1
700,0
701,0
702,1
703,0
704,1
705,0
706,0
707,0
708,0
709,0
710,1
711,1
712,0
713,0
714,0
715,1
716,1
717,1
718,1
719,1
720,1
721,0
722,1
723,0
724,1
725,0
726,0
727,0
728,1
729,1
730,1
731,1
732,1
733,1
734,0
735,1
736,1
737,1
738,1
739,1
740,0
741,1
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,1
751,1
752,0
753,1
754,1
755,0
756,0
757,0
758,1
759,0
760,1
761,0
762,0
763,1
764,0
765,0
766,0
767,1
768,0
769,1
770,1
771,0
772,0
773,0
774,1
775,0
776,0
777,0
778,0
779,0
780,0
781,1
782,0
783,0
784,1
785,0
786,0
787,1
788,0
789,1
790,0
791,1
792,0
793,0
794,1
795,0
796,1
797,1
798,1
799,0
800,0
801,0
802,1
803,0
804,1
805,0
806,0
807,1
808,0
809,0
810,1
811,1
812,1
813,0
814,1
815,0
816,1
817,0
818,1
819,1
820,1
821,0
822,0
823,0
824,0
825,1
826,0
827,1
828,0
829,0
830,1
831,1
832,0
833,0
834,0
835,1
836,0
837,1
838,1
839,0
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,0
850,1
851,1
852,0
853,1
854,1
855,0
856,0
857,1
858,0
859,0
860,1
861,1
862,0
863,1
864,0
865,0
866,1
867,0
868,1
869,0
870,1
871,0
872,0
873,1
874,1
875,0
876,1
877,1
878,1
879,0
880,1
881,0
882,0
883,0
884,0
885,0
886,1
887,1
888,1
889,1
890,0
891,0
892,0
893,1
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,1
905,0
906,0
907,1
908,0
909,1
910,0
911,0
912,0
913,0
914,1
915,1
916,1
917,1
918,1
919,1
920,0
921,1
922,1
923,0
924,1
925,1
926,1
927,0
928,1
929,1
930,1
931,0
932,0
933,0
934,1
935,0
936,0
937,1
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,1
946,1
947,0
948,0
949,0
950,1
951,1
952,1
953,0
954,0
955,0
956,0
957,0
958,1
959,0
960,1
961,0
962,0
963,0
964,0
965,0
966,1
967,0
968,0
969,0
970,1
971,1
972,1
973,1
974,1
975,0
976,1
977,0
978,1
979,0
980,0
981,0
982,1
983,1
984,0
985,0
986,1
987,1
988,0
989,1
990,1
991,0
992,1
993,1
994,1
995,1
996,1
997,1
998,0
999,1
1000,1
1001,0
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,0
1009,1
1010,1
1011,1
1012,1
1013,0
1014,1
1015,1
1016,0
1017,0
1018,1
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,0
1026,1
1027,0
1028,0
1029,0
1030,1
1031,1
1032,0
1033,0
1034,1
1035,0
1036,1
1037,0
1038,1
1039,1
1040,0
1041,0
1042,1
1043,0
1044,1
1045,1
1046,1
1047,0
1048,0
1049,0
1050,0
1051,1
1052,0
1053,1
1054,1
1055,0
1056,1
1057,1
1058,1
1059,0
1060,1
1061,1
1062,1
1063,0
1064,0
1065,1
1066,0
1067,1
1068,0
1069,0
1070,0
1071,1
1072,0
1073,1
1074,1
1075,1
1076,0
1077,0
1078,1
1079,1
1080,0
1081,0
1082,0
1083,1
1084,1
1085,1
1086,0
1087,0
1088,0
1089,1
1090,0
1091,1
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,1
1100,1
1101,1
1102,0
1103,0
1104,0
1105,1
1106,0
1107,0
1108,1
1109,1
1110,0
1111,1
1112,1
1113,1
1114,1
1115,0
1116,0
1117,0
1118,0
1119,1
1120,1
1121,1
1122,0
1123,0
1124,1
1125,0
1126,1
1127,0
1128,1
1129,1
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,0
1137,0
1138,1
1139,0
1140,1
1141,1
1142,0
1143,0
1144,0
1145,1
1146,1
1147,1
1148,0
1149,0
1150,1
1151,0
1152,1
1153,1
1154,0
1155,1
1156,1
1157,0
1158,0
1159,1
1160,0
1161,1
1162,0
1163,1
1164,1
1165,0
1166,1
1167,1
1168,1
1169,1
1170,0
1171,1
1172,0
1173,0
1174,1
1175,1
1176,1
1177,0
1178,0
1179,0
1180,0
1181,1
1182,1
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,1
1192,1
1193,0
1194,1
1195,1
1196,0
1197,1
1198,0
1199,0
1200,0
1201,1
1202,1
1203,0
1204,0
1205,1
1206,1
1207,1
1208,1
1209,0
1210,1
1211,1
1212,1
1213,1
1214,1
1215,0
1216,0
1217,0
1218,1
1219,1
1220,0
1221,0
1222,1
1223,0
1224,1
1225,0
1226,0
1227,1
1228,1
1229,1
1230,0
1231,0
1232,0
1233,0
1234,1
1235,1
1236,0
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,0
1247,1
1248,0
1249,1
1250,0
1251,1
1252,0
1253,1
1254,1
1255,1
1256,1
1257,1
1258,0
1259,0
1260,0
1261,1
1262,0
1263,0
1264,0
1265,1
1266,0
1267,1
1268,0
1269,1
1270,0
1271,1
1272,1
1273,1
1274,0
1275,1
1276,1
1277,0
1278,1
1279,0
1280,0
1281,0
1282,1
1283,0
1284,1
1285,1
1286,1
1287,1
1288,1
1289,0
1290,0
1291,0
1292,0
1293,1
1294,1
1295,0
1296,1
1297,0
1298,1
1299,1
1300,0
1301,0
1302,1
1303,1
1304,0
1305,0
1306,1
1307,1
1308,1
1309,1
1310,0
1311,0
1312,1
1313,0
1314,1
1315,1
1316,1
1317,0
1318,1
1319,0
1320,0
1321,0
1322,0
1323,0
1324,1
1325,1
1326,0
1327,0
1328,1
1329,0
1330,1
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,1
1338,0
1339,0
1340,1
1341,0
1342,0
1343,1
1344,0
1345,0
1346,1
1347,1
1348,1
1349,0
1350,0
1351,1
1352,1
1353,1
1354,1
1355,1
1356,0
1357,0
1358,1
1359,1
1360,0
1361,1
1362,0
1363,1
1364,1
1365,0
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,1
1373,1
1374,0
1375,0
1376,0
1377,0
1378,0
1379,1
1380,1
1381,1
1382,1
1383,0
1384,0
1385,1
1386,1
1387,1
1388,0
1389,1
1390,1
1391,1
1392,0
1393,0
1394,0
1395,0
1396,1
1397,1
1398,0
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,0
1408,0
1409,1
1410,0
1411,0
1412,0
1413,1
1414,1
1415,1
1416,0
1417,0
1418,1
1419,0
1420,1
1421,0
1422,0
1423,0
1424,1
1425,0
1426,0
1427,0
1428,0
1429,1
1430,0
1431,1
1432,0
1433,0
1434,1
1435,1
1436,0
1437,0
1438,1
1439,0
1440,0
1441,1
1442,0
1443,0
1444,1
1445,0
1446,1
1447,0
1448,1
1449,1
1450,1
1451,1
1452,1
1453,0
1454,1
1455,1
1456,1
1457,0
1458,0
1459,0
1460,0
1461,0
1462,1
1463,0
1464,1
1465,0
1466,0
1467,0
1468,1
1469,0
1470,0
1471,1
1472,0
1473,1
1474,1
1475,0
1476,0
1477,1
1478,1
1479,0
1480,0
1481,0
1482,0
1483,1
1484,1
1485,0
1486,1
1487,0
1488,0
1489,1
1490,0
1491,1
1492,0
1493,0
1494,0
1495,1
1496,1
1497,0
1498,1
1499,1
1500,0
1501,1
1502,1
1503,0
1504,1
1505,1
1506,1
1507,0
1508,0
1509,0
1510,1
1511,1
1512,0
1513,1
1514,0
1515,0
1516,1
1517,0
1518,1
1519,0
1520,0
1521,1
1522,0
1523,1
1524,1
1525,1
1526,0
1527,1
1528,0
1529,1
1530,0
1531,0
1532,1
1533,0
1534,0
1535,0
1536,1
1537,0
1538,1
1539,0
1540,1
1541,1
1542,0
1543,1
1544,1
1545,1
1546,0
1547,1
1548,0
1549,0
1550,1
1551,1
1552,0
1553,0
1554,0
1555,1
1556,1
1557,0
1558,1
1559,0
1560,0
1561,1
1562,1
1563,1
1564,1
1565,0
1566,1
1567,0
1568,1
1569,0
1570,0
1571,0
1572,0
1573,0
1574,1
1575,1
1576,0
1577,1
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,1
1586,1
1587,1
1588,1
1589,0
1590,0
1591,1
1592,1
1593,1
1594,0
1595,1
1596,1
1597,1
1598,1
1599,1
1600,0
1601,1
1602,1
1603,1
1604,1
1605,0
1606,1
1607,0
1608,1
1609,0
1610,1
1611,0
1612,0
1613,0
1614,1
1615,0
1616,1
1617,0
1618,1
1619,0
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,0
1627,1
1628,1
1629,0
1630,0
1631,0
1632,1
1633,1
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,1
1646,0
1647,0
1648,1
1649,1
1650,0
1651,1
1652,1
1653,0
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,0
1662,0
1663,1
1664,0
1665,0
1666,0
1667,1
1668,1
1669,1
1670,1
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,1
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,0
1685,0
1686,1
1687,1
1688,0
1689,1
1690,1
1691,1
1692,1
1693,0
1694,0
1695,0
1696,1
1697,0
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,0
1710,0
1711,1
1712,0
1713,0
1714,0
1715,0
1716,1
1717,1
1718,1
1719,1
1720,0
1721,1
1722,1
1723,1
1724,0
1725,0
1726,0
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,0
1734,0
1735,0
1736,1
1737,1
1738,1
1739,0
1740,1
1741,0
1742,0
1743,0
1744,1
1745,0
1746,1
1747,1
1748,1
1749,0
1750,1
1751,1
1752,0
1753,1
1754,0
1755,1
1756,1
1757,1
1758,1
1759,0
1760,1
1761,0
1762,0
1763,1
1764,1
1765,1
1766,1
1767,0
1768,1
1769,0
1770,1
1771,0
1772,0
1773,1
1774,0
1775,1
1776,1
1777,0
1778,0
1779,1
1780,0
1781,1
1782,1
1783,0
1784,1
1785,1
1786,1
1787,0
1788,0
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,0
1797,0
1798,0
1799,1
1800,0
1801,1
1802,1
1803,0
1804,0
1805,1
1806,1
1807,0
1808,1
1809,1
1810,1
1811,1
1812,0
1813,1
1814,0
1815,0
1816,1
1817,0
1818,1
1819,0
1820,0
1821,1
1822,1
1823,0
1824,0
1825,0
1826,0
1827,1
1828,0
1829,0
1830,1
1831,1
1832,1
1833,0
1834,1
1835,1
1836,1
1837,0
1838,1
1839,1
1840,0
1841,1
1842,1
1843,1
1844,1
1845,0
1846,1
1847,1
1848,0
1849,1
1850,0
1851,0
1852,0
1853,1
1854,1
1855,0
1856,1
1857,1
1858,1
1859,0
1860,0
1861,0
1862,0
1863,1
1864,1
1865,0
1866,0
1867,1
1868,0
1869,0
1870,0
1871,1
1872,1
1873,1
1874,0
1875,1
1876,1
1877,1
1878,0
1879,1
1880,1
1881,0
1882,0
1883,0
1884,1
1885,0
1886,1
1887,1
1888,0
1889,0
1890,1
1891,0
1892,0
1893,1
1894,0
1895,1
1896,1
1897,1
1898,0
1899,1
1900,1
1901,1
1902,0
1903,1
1904,0
1905,1
1906,0
1907,1
1908,1
1909,1
1910,0
1911,0
1912,1
1913,0
1914,0
1915,0
1916,0
1917,1
1918,0
1919,0
1920,1
1921,0
1922,0
1923,0
1924,0
1925,1
1926,0
1927,0
1928,0
1929,1
1930,0
1931,1
1932,1
1933,1
1934,1
1935,0
1936,1
1937,1
1938,1
1939,0
1940,1
1941,0
1942,0
1943,1
1944,1
1945,0
1946,1
1947,1
1948,0
1949,1
1950,0
1951,1
1952,1
1953,1
1954,1
1955,0
1956,1
1957,0
1958,0
1959,1
1960,1
1961,1
1962,0
1963,1
1964,0
1965,1
1966,1
1967,1
1968,0
1969,0
1970,0
1971,0
1972,1
1973,0
1974,0
1975,1
1976,0
1977,0
1978,0
1979,1
1980,1
1981,1
1982,0
1983,1
1984,0
1985,1
1986,1
1987,0
1988,1
1989,1
1990,0
1991,1
1992,1
1993,1
1994,1
1995,1
1996,0
1997,0
1998,1
1999,0
2000,1
2001,1
2002,1
2003,1
2004,0
2005,0
2006,1
2007,1
2008,0
2009,0
2010,0
2011,1
2012,1
2013,1
2014,0
2015,1
2016,1
2017,1
2018,1
2019,1
2020,0
2021,0
2022,0
2023,1
2024,1
2025,0
2026,0
2027,1
2028,0
2029,1
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,1
2037,0
2038,0
2039,0
2040,1
2041,1
2042,1
2043,0
2044,0
2045,0
2046,1
2047,1
2048,0
2049,1
2050,0
2051,0
2052,1
2053,1
2054,0
2055,1
2056,0
2057,1
2058,1
2059,1
2060,0
2061,1
2062,0
2063,1
2064,1
2065,1
2066,0
2067,0
2068,1
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,1
2076,0
2077,1
2078,0
2079,1
2080,1
2081,0
2082,0
2083,0
2084,1
2085,0
2086,0
2087,1
2088,0
2089,1
2090,0
2091,1
2092,1
2093,1
2094,0
2095,1
2096,1
2097,1
2098,1
2099,0
2100,0
2101,1
2102,1
2103,1
2104,0
2105,1
2106,0
2107,0
2108,1
2109,1
2110,1
2111,0
2112,1
2113,1
2114,0
2115,1
2116,1
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,1
2124,1
2125,0
2126,1
2127,1
2128,1
2129,0
2130,0
2131,0
2132,1
2133,0
2134,0
2135,0
2136,1
2137,0
2138,1
2139,0
2140,0
2141,1
2142,1
2143,1
2144,1
2145,1
2146,0
2147,0
2148,1
2149,0
2150,0
2151,1
2152,0
2153,1
2154,0
2155,1
2156,0
2157,1
2158,0
2159,1
2160,0
2161,0
2162,0
2163,0
2164,1
2165,1
2166,0
2167,1
2168,0
2169,0
2170,0
2171,1
2172,0
2173,0
2174,0
2175,1
2176,1
2177,1
2178,0
2179,1
2180,1
2181,1
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,1
2190,0
2191,0
2192,1
2193,1
2194,0
2195,0
2196,1
2197,0
2198,0
2199,0
2200,0
2201,0
2202,1
2203,1
2204,0
2205,0
2206,1
2207,0
2208,1
2209,1
2210,0
2211,0
2212,1
2213,1
2214,1
2215,1
2216,1
2217,0
2218,1
2219,0
2220,0
2221,1
2222,1
2223,1
2224,1
2225,0
2226,1
2227,0
2228,1
2229,1
2230,0
2231,1
2232,1
2233,1
2234,0
2235,0
2236,0
2237,1
2238,0
2239,0
2240,1
2241,1
2242,0
2243,0
2244,1
2245,1
2246,1
2247,1
2248,0
2249,0
2250,0
2251,1
2252,1
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,0
2260,1
2261,0
2262,0
2263,1
2264,1
2265,0
2266,0
2267,1
2268,1
2269,0
2270,1
2271,1
2272,0
2273,1
2274,1
2275,0
2276,0
2277,1
2278,0
2279,1
2280,0
2281,1
2282,1
2283,0
2284,0
2285,1
2286,0
2287,1
2288,0
2289,1
2290,1
2291,0
2292,0
2293,0
2294,0
2295,1
2296,1
2297,0
2298,0
2299,1
2300,1
2301,0
2302,1
2303,0
2304,0
2305,0
2306,1
2307,1
2308,1
2309,1
2310,0
2311,1
2312,1
2313,1
2314,1
2315,0
2316,0
2317,0
2318,1
2319,1
2320,0
2321,1
2322,1
2323,0
2324,1
2325,1
2326,0
2327,0
2328,1
2329,1
2330,0
2331,0
2332,0
2333,1
2334,1
2335,0
2336,0
2337,0
2338,0
2339,0
2340,1
2341,0
2342,0
2343,0
2344,0
2345,1
2346,1
2347,0
2348,1
2349,1
2350,1
2351,1
2352,1
2353,0
2354,1
2355,0
2356,0
2357,1
2358,0
2359,1
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,0
2367,1
2368,0
2369,0
2370,0
2371,0
2372,1
2373,0
2374,0
2375,0
2376,1
2377,0
2378,1
2379,1
2380,1
2381,1
2382,0
2383,0
2384,1
2385,0
2386,0
2387,0
2388,1
2389,1
2390,1
2391,1
2392,0
2393,0
2394,1
2395,1
2396,0
2397,1
2398,1
2399,0
2400,1
2401,0
2402,0
2403,0
2404,1
2405,0
2406,1
2407,0
2408,0
2409,0
2410,0
2411,0
2412,1
2413,1
2414,1
2415,1
2416,0
2417,0
2418,1
2419,0
2420,1
2421,0
2422,0
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,0
2431,1
2432,0
2433,0
2434,0
2435,0
2436,1
2437,1
2438,1
2439,1
2440,1
2441,0
2442,0
2443,0
2444,1
2445,1
2446,0
2447,0
2448,1
2449,1
2450,1
2451,0
2452,1
2453,1
2454,0
2455,1
2456,1
2457,1
2458,1
2459,0
2460,1
2461,1
2462,0
2463,1
2464,1
2465,0
2466,1
2467,0
2468,1
2469,0
2470,0
2471,1
2472,1
2473,0
2474,0
2475,1
2476,0
2477,1
2478,1
2479,1
2480,0
2481,1
2482,1
2483,1
2484,0
2485,1
2486,0
2487,1
2488,0
2489,1
2490,1
2491,0
2492,1
2493,1
2494,0
2495,1
2496,1
2497,0
2498,1
2499,1
2500,0
2501,1
2502,1
2503,0
2504,1
2505,0
2506,0
2507,1
2508,0
2509,1
2510,0
2511,1
2512,1
2513,1
2514,1
2515,1
2516,0
2517,0
2518,1
2519,0
2520,1
2521,1
2522,1
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,1
2530,1
2531,1
2532,1
2533,0
2534,0
2535,0
2536,1
2537,1
2538,0
2539,0
2540,1
2541,1
2542,0
2543,0
2544,1
2545,0
2546,1
2547,0
2548,1
2549,0
2550,1
2551,1
2552,1
2553,1
2554,0
2555,1
2556,0
2557,0
2558,1
2559,0
2560,1
2561,0
2562,0
2563,1
2564,1
2565,1
2566,1
2567,1
2568,1
2569,1
2570,1
2571,1
2572,1
2573,1
2574,0
2575,1
2576,1
2577,0
2578,0
2579,1
2580,0
2581,1
2582,1
2583,1
2584,0
2585,1
2586,1
2587,0
2588,1
2589,1
2590,1
2591,0
2592,1
2593,0
2594,0
2595,0
2596,1
2597,1
2598,1
2599,0
2600,1
2601,1
2602,0
2603,1
2604,1
2605,1
2606,0
2607,0
2608,0
2609,1
2610,1
2611,1
2612,1
2613,1
2614,1
2615,0
2616,1
2617,1
2618,1
2619,0
2620,0
2621,0
2622,0
2623,1
2624,0
2625,1
2626,0
2627,0
2628,1
2629,0
2630,0
2631,0
2632,1
2633,1
2634,0
2635,0
2636,1
2637,1
2638,0
2639,1
2640,1
2641,1
2642,1
2643,0
2644,0
2645,1
2646,0
2647,0
2648,1
2649,0
2650,0
2651,1
2652,1
2653,1
2654,0
2655,0
2656,0
2657,1
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,1
2671,1
2672,0
2673,1
2674,0
2675,0
2676,1
2677,0
2678,1
2679,0
2680,0
2681,1
2682,1
2683,1
2684,0
2685,1
2686,1
2687,1
2688,1
2689,0
2690,1
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,1
2698,0
2699,0
2700,1
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,1
2708,1
2709,1
2710,0
2711,1
2712,0
2713,1
2714,0
2715,1
2716,0
2717,0
2718,1
2719,0
2720,0
2721,0
2722,1
2723,1
2724,0
2725,1
2726,1
2727,1
2728,0
2729,0
2730,1
2731,0
2732,0
2733,1
2734,0
2735,1
2736,1
2737,0
2738,0
2739,1
2740,0
2741,1
2742,0
2743,1
2744,1
2745,1
2746,0
2747,1
2748,0
2749,0
2750,0
2751,0
2752,1
2753,0
2754,1
2755,1
2756,1
2757,1
2758,0
2759,0
2760,0
2761,0
2762,1
2763,1
2764,0
2765,0
2766,1
2767,0
2768,0
2769,1
2770,1
2771,1
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,1
2779,0
2780,0
2781,1
2782,0
2783,0
2784,1
2785,1
2786,0
2787,1
2788,1
2789,1
2790,1
2791,1
2792,1
2793,0
2794,1
2795,0
2796,0
2797,1
2798,1
2799,1
2800,1
2801,1
2802,0
2803,1
2804,0
2805,1
2806,1
2807,0
2808,1
2809,0
2810,1
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,0
2818,1
2819,1
2820,0
2821,0
2822,1
2823,0
2824,1
2825,0
2826,1
2827,0
2828,1
2829,1
2830,0
2831,0
2832,0
2833,1
2834,1
2835,0
2836,0
2837,0
2838,1
2839,0
2840,0
2841,0
2842,1
2843,0
2844,1
2845,1
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,1
2854,1
2855,0
2856,1
2857,0
2858,1
2859,0
2860,1
2861,1
2862,1
2863,0
2864,1
2865,1
2866,0
2867,1
2868,0
2869,0
2870,0
2871,1
2872,0
2873,1
2874,0
2875,0
2876,0
2877,1
2878,0
2879,0
2880,1
2881,1
2882,1
2883,0
2884,1
2885,0
2886,1
2887,1
2888,1
2889,1
2890,0
2891,1
2892,0
2893,1
2894,1
2895,1
2896,1
2897,0
2898,1
2899,0
2900,0
2901,0
2902,0
2903,1
2904,0
2905,1
2906,0
2907,0
2908,1
2909,1
2910,1
2911,1
2912,0
2913,1
2914,0
2915,0
2916,0
2917,0
2918,1
2919,1
2920,0
2921,0
2922,0
2923,0
2924,1
2925,1
2926,0
2927,0
2928,1
2929,0
2930,1
2931,1
2932,1
2933,0
2934,0
2935,1
2936,1
2937,0
2938,1
2939,1
2940,1
2941,1
2942,1
2943,0
2944,0
2945,0
2946,0
2947,1
2948,1
2949,1
2950,1
2951,0
2952,0
2953,0
2954,1
2955,1
2956,1
2957,0
2958,0
2959,1
2960,0
2961,1
2962,0
2963,0
2964,0
2965,1
2966,0
2967,1
2968,0
2969,0
2970,1
2971,0
2972,0
2973,0
2974,0
2975,1
2976,0
2977,0
2978,0
2979,1
2980,1
2981,1
2982,0
2983,1
2984,0
2985,0
2986,0
2987,0
2988,1
2989,1
2990,1
2991,1
2992,0
2993,0
2994,1
2995,0
2996,1
2997,1
2998,0
